plot,range,line,entry,source,rep,environment,id_sample,sample_name,experiment_name,sampling_identifier,measurment,season,LAI_FILE,LAI,DATE,TIME,Days_after_planting
62,12,CR16-0130,18,Rainey,3,Late,62_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-062A,6.249,8/30/2022,19:12:52,71
62,12,CR16-0130,18,Rainey,3,Late,62_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-062B,5.714,8/30/2022,19:13:20,71
63,12,HM17-02244,13,Leah,3,Late,63_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-063A,1.99,7/19/2022,9:22:49,29
63,12,HM17-02244,13,Leah,3,Late,63_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-063B,2.119,7/19/2022,9:23:23,29
63,12,HM17-02244,13,Leah,3,Late,63_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-063A,2.482,7/28/2022,8:47:46,38
63,12,HM17-02244,13,Leah,3,Late,63_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-063B,3.17,7/28/2022,8:48:51,38
63,12,HM17-02244,13,Leah,3,Late,63_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-063A,4.334,8/8/2022,9:08:09,49
63,12,HM17-02244,13,Leah,3,Late,63_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-063B,4.507,8/8/2022,9:08:41,49
63,12,HM17-02244,13,Leah,3,Late,63_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-063A,5.696,8/16/2022,9:45:57,57
63,12,HM17-02244,13,Leah,3,Late,63_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-063B,5.507,8/16/2022,9:46:28,57
63,12,HM17-02244,13,Leah,3,Late,63_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-063A,5.786,8/30/2022,19:13:51,71
63,12,HM17-02244,13,Leah,3,Late,63_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-063B,5.252,8/30/2022,19:14:15,71
64,12,SA18-11280,7,Scaboo,3,Late,64_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-064A,2.038,7/19/2022,9:23:58,29
64,12,SA18-11280,7,Scaboo,3,Late,64_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-064B,3.444,7/19/2022,9:24:28,29
64,12,SA18-11280,7,Scaboo,3,Late,64_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-064A,3.808,7/28/2022,8:49:35,38
64,12,SA18-11280,7,Scaboo,3,Late,64_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-064B,4.068,7/28/2022,8:50:42,38
64,12,SA18-11280,7,Scaboo,3,Late,64_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-064B,4.919,8/8/2022,9:10:07,49
64,12,SA18-11280,7,Scaboo,3,Late,64_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-064A,4.097,8/8/2022,9:09:09,49
64,12,SA18-11280,7,Scaboo,3,Late,64_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-064A,5.671,8/16/2022,9:47:08,57
64,12,SA18-11280,7,Scaboo,3,Late,64_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-064B,6.228,8/16/2022,9:48:44,57
64,12,SA18-11280,7,Scaboo,3,Late,64_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-064A,5.843,8/30/2022,19:14:45,71
64,12,SA18-11280,7,Scaboo,3,Late,64_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-064B,5.401,8/30/2022,19:15:08,71
65,12,LG15-1913-73,21,Singh,3,Late,65_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-065A,2.18,7/19/2022,9:25:11,29
65,12,LG15-1913-73,21,Singh,3,Late,65_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-065B,2.123,7/19/2022,9:25:40,29
65,12,LG15-1913-73,21,Singh,3,Late,65_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-065A,3.257,7/28/2022,8:51:58,38
65,12,LG15-1913-73,21,Singh,3,Late,65_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-065B,3.187,7/28/2022,8:52:47,38
65,12,LG15-1913-73,21,Singh,3,Late,65_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-065B,3.334,8/8/2022,9:11:07,49
65,12,LG15-1913-73,21,Singh,3,Late,65_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-065A,4.037,8/8/2022,9:10:39,49
65,12,LG15-1913-73,21,Singh,3,Late,65_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-065A,4.91,8/16/2022,9:49:20,57
65,12,LG15-1913-73,21,Singh,3,Late,65_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-065B,4.509,8/16/2022,9:49:48,57
65,12,LG15-1913-73,21,Singh,3,Late,65_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-065A,4.486,8/30/2022,19:15:34,71
65,12,LG15-1913-73,21,Singh,3,Late,65_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-065B,3.859,8/30/2022,19:15:57,71
66,12,SA17-19056,6,Scaboo,3,Late,66_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-066A,2.439,7/19/2022,9:26:11,29
66,12,SA17-19056,6,Scaboo,3,Late,66_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-066B,1.893,7/19/2022,9:26:41,29
66,12,SA17-19056,6,Scaboo,3,Late,66_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-066A,3.819,7/28/2022,8:53:24,38
66,12,SA17-19056,6,Scaboo,3,Late,66_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-066B,2.791,7/28/2022,8:53:57,38
66,12,SA17-19056,6,Scaboo,3,Late,66_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-066B,4.019,8/8/2022,9:12:29,49
66,12,SA17-19056,6,Scaboo,3,Late,66_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-066A,3.715,8/8/2022,9:11:41,49
66,12,SA17-19056,6,Scaboo,3,Late,66_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-066A,5.342,8/16/2022,9:50:31,57
66,12,SA17-19056,6,Scaboo,3,Late,66_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-066B,5.587,8/16/2022,9:51:11,57
66,12,SA17-19056,6,Scaboo,3,Late,66_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-066A,4.727,8/30/2022,19:16:24,71
66,12,SA17-19056,6,Scaboo,3,Late,66_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-066B,4.653,8/30/2022,19:16:44,71
67,13,E18610T,2,Wang,3,Late,67_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-067A,2.03,7/19/2022,9:27:16,29
67,13,E18610T,2,Wang,3,Late,67_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-067B,1.563,7/19/2022,9:27:53,29
67,13,E18610T,2,Wang,3,Late,67_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-067A,2.509,7/28/2022,8:54:46,38
67,13,E18610T,2,Wang,3,Late,67_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-067B,2.51,7/28/2022,8:55:20,38
67,13,E18610T,2,Wang,3,Late,67_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-067B,3.182,8/8/2022,9:13:26,49
67,13,E18610T,2,Wang,3,Late,67_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-067A,3.043,8/8/2022,9:13:00,49
67,13,E18610T,2,Wang,3,Late,67_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-067A,4.411,8/16/2022,9:52:20,57
67,13,E18610T,2,Wang,3,Late,67_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-067B,4.989,8/16/2022,9:52:48,57
67,13,E18610T,2,Wang,3,Late,67_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-067A,4.294,8/30/2022,19:17:11,71
67,13,E18610T,2,Wang,3,Late,67_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-067B,4.427,8/30/2022,19:17:32,71
68,13,U15-606207,24,Checks,3,Late,68_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-068A,2.321,7/19/2022,9:29:03,29
68,13,U15-606207,24,Checks,3,Late,68_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-068B,2.852,7/19/2022,9:29:30,29
68,13,U15-606207,24,Checks,3,Late,68_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-068A,3.207,7/28/2022,8:55:58,38
68,13,U15-606207,24,Checks,3,Late,68_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-068B,3.183,7/28/2022,8:56:45,38
68,13,U15-606207,24,Checks,3,Late,68_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-068A,4.188,8/8/2022,9:13:58,49
68,13,U15-606207,24,Checks,3,Late,68_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-068B,4.465,8/8/2022,9:15:53,49
68,13,U15-606207,24,Checks,3,Late,68_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-068A,6.153,8/16/2022,9:53:23,57
68,13,U15-606207,24,Checks,3,Late,68_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-068B,5.705,8/16/2022,9:53:56,57
68,13,U15-606207,24,Checks,3,Late,68_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-068A,5.783,8/30/2022,19:17:56,71
68,13,U15-606207,24,Checks,3,Late,68_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-068B,5.323,8/30/2022,19:18:23,71
69,13,SA17-30464,8,Scaboo,3,Late,69_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-069A,1.727,7/19/2022,9:30:07,29
69,13,SA17-30464,8,Scaboo,3,Late,69_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-069B,2.511,7/19/2022,9:30:56,29
69,13,SA17-30464,8,Scaboo,3,Late,69_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-069A,4.018,7/28/2022,8:57:18,38
69,13,SA17-30464,8,Scaboo,3,Late,69_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-069B,4.388,7/28/2022,8:58:01,38
69,13,SA17-30464,8,Scaboo,3,Late,69_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-069A,4.554,8/8/2022,9:17:02,49
69,13,SA17-30464,8,Scaboo,3,Late,69_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-069B,4.707,8/8/2022,9:17:27,49
69,13,SA17-30464,8,Scaboo,3,Late,69_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-069A,7.055,8/16/2022,9:54:33,57
69,13,SA17-30464,8,Scaboo,3,Late,69_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-069B,6.116,8/16/2022,9:55:02,57
69,13,SA17-30464,8,Scaboo,3,Late,69_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-069A,6.178,8/30/2022,19:18:47,71
69,13,SA17-30464,8,Scaboo,3,Late,69_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-069B,5.804,8/30/2022,19:19:14,71
70,13,LD07-3395bf,10,Diers,3,Late,70_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-070A,2.301,7/19/2022,9:31:29,29
70,13,LD07-3395bf,10,Diers,3,Late,70_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-070B,2.952,7/19/2022,9:32:22,29
70,13,LD07-3395bf,10,Diers,3,Late,70_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-070A,2.931,7/28/2022,8:58:34,38
70,13,LD07-3395bf,10,Diers,3,Late,70_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-070B,3.174,7/28/2022,8:59:19,38
70,13,LD07-3395bf,10,Diers,3,Late,70_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-070A,4.36,8/8/2022,9:18:01,49
70,13,LD07-3395bf,10,Diers,3,Late,70_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-070B,4.162,8/8/2022,9:19:29,49
70,13,LD07-3395bf,10,Diers,3,Late,70_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-070A,6.469,8/16/2022,9:55:42,57
70,13,LD07-3395bf,10,Diers,3,Late,70_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-070B,6.317,8/16/2022,9:56:08,57
70,13,LD07-3395bf,10,Diers,3,Late,70_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-070A,6.859,8/30/2022,19:19:48,71
70,13,LD07-3395bf,10,Diers,3,Late,70_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-070B,6.363,8/30/2022,19:20:20,71
71,13,Hm17-07029,14,Leah,3,Late,71_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-071A,2.723,7/19/2022,9:33:05,29
71,13,Hm17-07029,14,Leah,3,Late,71_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-071B,3.015,7/19/2022,9:33:33,29
71,13,Hm17-07029,14,Leah,3,Late,71_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-071A,4.687,7/28/2022,8:59:52,38
71,13,Hm17-07029,14,Leah,3,Late,71_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-071B,3.703,7/28/2022,9:00:30,38
71,13,Hm17-07029,14,Leah,3,Late,71_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-071A,4.98,8/8/2022,9:20:03,49
71,13,Hm17-07029,14,Leah,3,Late,71_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-071B,5.25,8/8/2022,9:20:32,49
71,13,Hm17-07029,14,Leah,3,Late,71_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-071A,6.968,8/16/2022,9:56:56,57
71,13,Hm17-07029,14,Leah,3,Late,71_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-071B,6.832,8/16/2022,9:57:29,57
71,13,Hm17-07029,14,Leah,3,Late,71_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-071A,6.476,8/30/2022,19:21:21,71
71,13,Hm17-07029,14,Leah,3,Late,71_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-071B,6.103,8/30/2022,19:21:48,71
72,13,E19517GT,1,Wang,3,Late,72_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-072A,2.209,7/19/2022,9:34:09,29
72,13,E19517GT,1,Wang,3,Late,72_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-072B,2.414,7/19/2022,9:34:36,29
72,13,E19517GT,1,Wang,3,Late,72_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-072A,2.76,7/28/2022,9:01:06,38
72,13,E19517GT,1,Wang,3,Late,72_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-072B,2.375,7/28/2022,9:01:39,38
72,13,E19517GT,1,Wang,3,Late,72_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-072A,3.534,8/8/2022,9:21:06,49
72,13,E19517GT,1,Wang,3,Late,72_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-072B,3.693,8/8/2022,9:21:58,49
72,13,E19517GT,1,Wang,3,Late,72_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-072A,4.995,8/16/2022,9:58:08,57
72,13,E19517GT,1,Wang,3,Late,72_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-072B,5.21,8/16/2022,9:58:34,57
72,13,E19517GT,1,Wang,3,Late,72_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-072A,5.038,8/30/2022,19:22:46,71
72,13,E19517GT,1,Wang,3,Late,72_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-072B,4.298,8/30/2022,19:23:14,71
73,14,CR17-3701,16,Rainey,3,Late,73_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-073A,2.077,7/19/2022,9:35:07,29
73,14,CR17-3701,16,Rainey,3,Late,73_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-073B,2.101,7/19/2022,9:35:39,29
73,14,CR17-3701,16,Rainey,3,Late,73_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-073A,3.526,7/28/2022,9:02:06,38
73,14,CR17-3701,16,Rainey,3,Late,73_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-073B,3.446,7/28/2022,9:02:54,38
73,14,CR17-3701,16,Rainey,3,Late,73_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-073A,4.434,8/8/2022,9:22:28,49
73,14,CR17-3701,16,Rainey,3,Late,73_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-073B,4.428,8/8/2022,9:22:56,49
73,14,CR17-3701,16,Rainey,3,Late,73_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-073A,5.596,8/16/2022,9:59:06,57
73,14,CR17-3701,16,Rainey,3,Late,73_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-073B,5.785,8/16/2022,9:59:34,57
73,14,CR17-3701,16,Rainey,3,Late,73_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-073A,5.281,8/30/2022,19:23:44,71
73,14,CR17-3701,16,Rainey,3,Late,73_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-073B,5.054,8/30/2022,19:24:08,71
74,14,U14-910097,25,Checks,3,Late,74_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-074A,2.175,7/19/2022,9:36:16,29
74,14,U14-910097,25,Checks,3,Late,74_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-074B,2.414,7/19/2022,9:36:46,29
74,14,U14-910097,25,Checks,3,Late,74_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-074A,3.024,7/28/2022,9:03:24,38
74,14,U14-910097,25,Checks,3,Late,74_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-074B,3.307,7/28/2022,9:04:03,38
74,14,U14-910097,25,Checks,3,Late,74_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-074A,4.198,8/8/2022,9:23:42,49
74,14,U14-910097,25,Checks,3,Late,74_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-074B,4.581,8/8/2022,9:25:29,49
74,14,U14-910097,25,Checks,3,Late,74_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-074A,6.188,8/16/2022,10:00:13,57
74,14,U14-910097,25,Checks,3,Late,74_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-074B,5.717,8/16/2022,10:00:38,57
74,14,U14-910097,25,Checks,3,Late,74_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-074A,5.593,8/30/2022,19:24:32,71
74,14,U14-910097,25,Checks,3,Late,74_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-074B,5.42,8/30/2022,19:24:55,71
75,14,LD11-2170,9,Diers,3,Late,75_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-075A,2.609,7/19/2022,9:37:18,29
75,14,LD11-2170,9,Diers,3,Late,75_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-075B,2.767,7/19/2022,9:37:53,29
75,14,LD11-2170,9,Diers,3,Late,75_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-075A,3.74,7/28/2022,9:04:35,38
75,14,LD11-2170,9,Diers,3,Late,75_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-075B,3.502,7/28/2022,9:05:11,38
75,14,LD11-2170,9,Diers,3,Late,75_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-075A,4.213,8/8/2022,9:25:53,49
75,14,LD11-2170,9,Diers,3,Late,75_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-075B,3.937,8/8/2022,9:26:27,49
75,14,LD11-2170,9,Diers,3,Late,75_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-075A,6.142,8/16/2022,10:01:17,57
75,14,LD11-2170,9,Diers,3,Late,75_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-075B,6.154,8/16/2022,10:01:49,57
75,14,LD11-2170,9,Diers,3,Late,75_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-075A,6.023,8/30/2022,19:25:23,71
75,14,LD11-2170,9,Diers,3,Late,75_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-075B,5.443,8/30/2022,19:25:47,71
76,14,CR16-2874,19,Rainey,4,Late,76_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-076A,2.739,7/19/2022,9:38:33,29
76,14,CR16-2874,19,Rainey,4,Late,76_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-076B,2.979,7/19/2022,9:39:19,29
